yearstart,locationdesc,class,question,data_value,sample_size
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.8,1367.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.8,757.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.3,861.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.1,785.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.8,1125.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.3,356.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,58.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.2,598.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.5,865.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.0,1288.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.4,1676.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.1,2521.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.9,61.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,1812.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,1297.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,4723.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.8,2402.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,115.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.5,1112.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.6,1153.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.3,2581.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,40.1,1878.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.8,5042.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,1925.0
2011,Alabama,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.0,7304.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.2,377.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.2,224.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.5,397.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,524.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.9,1109.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.8,212.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.3,128.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.5,451.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.5,562.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.2,735.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.4,776.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,600.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,477.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.1,1150.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.7,434.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.7,1716.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.1,981.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.5,84.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.6,271.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.8,245.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.0,1620.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,2425.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.5,63.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.8,954.0
2011,Alaska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,3336.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.3,1057.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,654.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.7,834.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.1,830.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.7,1179.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.7,240.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.8,82.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.6,471.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,655.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,963.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,1346.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.6,2475.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.2,270.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,13.0,64.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.4,2050.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.6,836.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.8,3676.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.2,1655.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,996.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.1,760.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.2,536.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.4,2474.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.8,103.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.2,4499.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,1898.0
2011,Arizona,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.1,6150.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,860.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.2,524.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.7,564.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.6,528.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,718.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.0,136.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,80.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,295.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.9,430.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.4,742.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.9,1082.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,1842.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.3,58.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,1175.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.9,632.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,2846.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.0,1645.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.4,126.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,701.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.1,628.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,1681.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.1,592.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,3563.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,1070.0
2011,Arkansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,4527.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.1,2203.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,1622.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.1,1915.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.3,2263.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.7,5406.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.5,902.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.9,315.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,1826.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,2578.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,2969.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,3520.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.2,5293.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.3,151.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,8.1,889.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.3,6681.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.5,1090.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.5,9929.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.2,85.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,3146.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,3923.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,2589.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.9,1870.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.1,7159.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.1,652.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.0,10988.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.0,5375.0
2011,California,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,17088.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,1706.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,1134.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.3,1757.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.5,1968.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.3,3773.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,10.2,477.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.0,197.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.3,1025.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.7,1731.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,2487.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,3252.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.2,4004.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,89.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,7.7,132.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.6,5576.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.5,1604.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.3,7276.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.5,3163.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,1402.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,1034.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.7,744.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.1,5700.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.2,250.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.9,10641.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.5,73.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.3,3468.0
2011,Colorado,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.7,12976.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,743.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.7,549.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,727.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.2,850.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.7,2208.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.1,264.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.1,57.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.2,618.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,907.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.0,1287.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,1392.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,1989.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,6.3,164.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.7,2926.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.8,911.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.6,3887.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,1579.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.6,501.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.7,469.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,446.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,2570.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.8,467.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.0,5100.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.0,53.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,1493.0
2011,Connecticut,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.5,6457.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.6,506.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,374.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.3,598.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,684.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.0,1199.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.2,235.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.5,77.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,489.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,546.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.4,785.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.1,993.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,1482.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2.1,63.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,1601.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.0,674.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,2742.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,1374.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.4,130.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.5,495.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.2,286.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,1788.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.2,649.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,3501.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,1260.0
2011,Delaware,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.8,4530.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.3,472.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,277.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,355.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.3,475.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,12.7,1820.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,8.5,123.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.2,64.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.8,437.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.0,599.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.8,759.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.6,1064.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,1386.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,0.9,91.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,11.9,2665.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.1,505.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.4,2652.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.0,750.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,13.3,167.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,41.6,464.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.7,269.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.6,1716.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.7,1953.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,10.7,1939.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.9,53.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,673.0
2011,District of Columbia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,4368.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.2,2134.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.7,1285.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,1532.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,1495.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.4,2187.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,10.7,464.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.7,180.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,973.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,1207.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.3,1933.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,2503.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.4,4690.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.3,96.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,6.2,107.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.1,3793.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.3,1652.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.6,6942.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,3594.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,1061.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,1485.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,1152.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.7,4828.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.7,1028.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.9,9025.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,3194.0
2011,Florida,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.6,11770.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,1600.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,1044.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.8,1123.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,1178.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.3,2096.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.0,312.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.1,109.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,844.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,1189.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.7,1742.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.4,2239.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,3027.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.6,53.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,5.4,104.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.4,3185.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.3,1265.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,5898.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.5,2685.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,326.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.9,1047.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.1,1062.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.7,3455.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.8,2101.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.0,6482.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,8.6,57.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,2400.0
2011,Georgia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.0,9353.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.2,991.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.9,798.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.9,1056.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,1187.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.0,2041.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,9.3,330.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.5,1531.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,694.0
