yearstart,locationdesc,class,question,data_value,sample_size
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.4,1139.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.4,1424.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.2,343.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,45.2,212.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,889.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.7,1212.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.8,1872.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.4,2490.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.1,3308.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,57.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.4,2384.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.6,2860.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.1,6485.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.4,3594.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.2,174.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.6,1556.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.0,1528.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,3629.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,43.2,1058.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.5,8386.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,47.1,54.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.6,2586.0
2011,Kentucky,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,10114.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.7,1865.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.8,1013.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.3,1182.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.8,1112.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,2020.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.0,433.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.0,106.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,889.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.5,1286.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.7,1840.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,41.0,2412.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,3544.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.6,74.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.6,2751.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,1704.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,6933.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.6,3569.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.4,262.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.4,1508.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.3,1552.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.0,3471.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.4,2545.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,7208.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.1,94.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.8,2519.0
2011,Louisiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.4,10404.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.7,2180.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,1397.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,1791.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.8,1882.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.5,2570.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.8,394.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,132.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.8,900.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,1507.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.4,2413.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,3258.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.5,4171.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,147.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.2,4610.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.3,1286.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,7537.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.4,4068.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,123.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.7,1537.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.2,755.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.1,5106.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.0,54.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,11959.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.4,3185.0
2011,Maine,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,12643.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,1088.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,740.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.8,1033.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,1273.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.4,3414.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.9,305.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,122.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,832.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.0,1445.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.9,1976.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.8,2143.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,2749.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,8.8,163.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.3,4019.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.4,1373.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,5754.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.6,2514.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.2,260.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.0,529.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.2,606.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,3696.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.8,1867.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,6820.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,54.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,2288.0
2011,Maryland,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,9450.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,3020.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.9,1853.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,2368.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.6,2587.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.3,5958.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,13.0,743.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.0,210.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.6,1977.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.0,2895.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,4227.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.0,4717.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.8,5973.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,42.4,85.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,4.8,416.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.3,8708.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.7,2919.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.4,12311.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.2,5314.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,1524.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.4,1827.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.1,1623.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,8221.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,1253.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.1,16463.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.6,270.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,4835.0
2011,Massachusetts,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.7,20532.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.4,1770.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.5,1301.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,1486.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.6,1498.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,2050.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.3,563.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.3,256.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.3,908.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.3,1248.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.7,1886.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.0,2523.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.5,3451.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.6,148.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,6.9,102.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.6,3634.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.4,1329.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,6188.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.1,3299.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.7,269.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.0,1145.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,715.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.9,4391.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,41.0,1257.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.7,8380.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.8,2913.0
2011,Michigan,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.3,10579.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,1823.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,1416.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,2042.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,2302.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.0,4268.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.7,805.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,114.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.5,1662.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,2103.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,3078.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.2,3206.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,3533.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.3,123.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,9.1,217.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.1,5881.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.0,1625.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.9,7853.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,3547.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.6,342.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.3,911.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,632.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.4,6534.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.1,466.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,12933.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,51.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,4307.0
2011,Minnesota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.7,14387.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.9,1696.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.2,909.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.0,973.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.6,881.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,1133.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,411.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.7,774.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.9,1022.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,40.8,1505.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.5,1916.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,2876.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,2076.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.2,1199.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.3,5442.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.7,2804.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.8,119.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.6,1713.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.4,1380.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.4,3062.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,42.9,2711.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,5480.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.9,2231.0
2011,Mississippi,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.9,8504.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.2,1115.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.5,680.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,804.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,816.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,999.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.5,308.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.2,129.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,593.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,665.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.7,1079.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.4,1371.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,2079.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.0,53.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,1698.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.0,905.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,3651.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,2148.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,114.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,776.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,651.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.8,2444.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.5,528.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.4,5161.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.5,1585.0
2011,Missouri,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,6095.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.6,1848.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,1299.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,1523.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.3,1395.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.1,1744.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.7,492.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,219.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,916.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,1080.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.7,1802.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,2415.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.9,3177.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.1,618.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.2,3082.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.0,974.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.3,5515.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,3184.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.5,179.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,1099.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.5,717.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.8,4367.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,8715.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.0,60.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,2888.0
2011,Montana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.6,9882.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,4209.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,2969.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.6,3794.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.5,3687.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.1,4855.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.7,1398.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.5,244.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.3,2439.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.8,2904.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.6,4239.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.1,4989.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,8397.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,44.7,267.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,9.5,136.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,6771.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.3,2599.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,14264.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,8615.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.8,869.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.2,2253.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.1,1738.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.2,10102.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.8,633.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,21949.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.2,126.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,7209.0
2011,Nebraska,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.4,24366.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,786.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,511.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.0,725.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.7,805.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.3,1274.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.0,273.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.3,137.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.0,520.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,696.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,910.0
